,Dates,Max Earnings
1111,2017-07-10 TO 2018-01-26,1308.41
1112,2017-07-11 TO 2018-01-26,1356.81
1113,2017-07-12 TO 2018-01-26,1345.8200000000004
1114,2017-07-13 TO 2018-01-26,1335.3100000000004
1115,2017-07-14 TO 2018-01-26,1299.66
1116,2017-07-17 TO 2018-01-26,1265.5100000000002
1117,2017-07-18 TO 2018-01-26,1277.4
1118,2017-07-19 TO 2018-01-26,1220.35
1119,2017-07-20 TO 2018-01-26,1204.0500000000004
1120,2017-07-21 TO 2018-01-26,1218.13
1121,2017-07-24 TO 2018-01-26,1198.5200000000004
1122,2017-07-25 TO 2018-01-26,1224.1
1123,2017-07-26 TO 2018-01-26,1214.11
1124,2017-07-27 TO 2018-01-26,1216.9600000000005
1125,2017-07-28 TO 2018-01-26,1147.6
1126,2017-07-31 TO 2018-01-26,1151.58
1127,2017-08-01 TO 2018-01-26,1115.4550000000004
1128,2017-08-02 TO 2018-01-26,1131.5
1129,2017-08-03 TO 2018-01-26,1121.1
1130,2017-08-04 TO 2018-01-26,1114.38
1131,2017-08-07 TO 2018-01-26,1114.15
1132,2017-08-08 TO 2018-01-26,1085.14
1133,2017-08-09 TO 2018-01-26,1067.49
1134,2017-08-10 TO 2018-01-26,1115.6899999999996
1135,2017-08-11 TO 2018-01-26,1118.25
1136,2017-08-14 TO 2018-01-26,1101.85
1137,2017-08-15 TO 2018-01-26,1124.4199999999996
1138,2017-08-16 TO 2018-01-26,1126.9399999999996
1139,2017-08-17 TO 2018-01-26,1164.11
1140,2017-08-18 TO 2018-01-26,1170.78
1141,2017-08-21 TO 2018-01-26,1202.32
1142,2017-08-22 TO 2018-01-26,1118.65
1143,2017-08-23 TO 2018-01-26,1152.19
1144,2017-08-24 TO 2018-01-25,1198.2799999999995
1145,2017-08-25 TO 2018-01-25,1174.2600000000004
1146,2017-08-28 TO 2018-01-25,1231.17
1147,2017-08-29 TO 2018-01-25,1221.0
1148,2017-08-30 TO 2018-01-25,1176.26
1149,2017-08-31 TO 2018-01-25,1124.19
1150,2017-09-01 TO 2018-01-25,1105.07
1151,2017-09-05 TO 2018-01-25,1144.27
1152,2017-09-06 TO 2018-01-25,1094.3300000000004
1153,2017-09-07 TO 2018-01-25,1113.8399999999997
1154,2017-09-08 TO 2018-01-25,1084.98
1155,2017-09-11 TO 2018-01-26,1101.85
1156,2017-09-12 TO 2018-01-25,1066.24
1157,2017-09-13 TO 2018-01-25,1030.48
1158,2017-09-14 TO 2018-01-25,1015.99
1159,2017-09-15 TO 2018-01-25,1020.62
1160,2017-09-18 TO 2018-01-25,994.57
1161,2017-09-19 TO 2018-01-26,1006.51
1162,2017-09-20 TO 2018-01-26,950.3399999999997
1163,2017-09-21 TO 2018-01-26,941.73
1164,2017-09-22 TO 2018-01-25,920.0
1165,2017-09-25 TO 2018-01-29,904.3799999999997
1166,2017-09-26 TO 2018-01-29,899.4299999999997
1167,2017-09-27 TO 2018-01-26,882.2099999999997
1168,2017-09-28 TO 2018-01-26,892.9699999999998
1169,2017-09-29 TO 2018-01-26,893.9999999999999
1170,2017-10-02 TO 2018-01-29,903.25
1171,2017-10-03 TO 2018-01-29,882.2599999999999
1172,2017-10-04 TO 2018-01-26,870.3599999999999
1173,2017-10-05 TO 2018-01-26,855.21
1174,2017-10-06 TO 2018-01-26,883.1999999999998
1175,2017-10-09 TO 2018-01-26,906.64
1176,2017-10-10 TO 2018-01-25,954.27
1177,2017-10-11 TO 2018-01-25,970.74
1178,2017-10-12 TO 2018-01-26,914.73
1179,2017-10-13 TO 2018-01-26,880.4
1180,2017-10-16 TO 2018-01-26,863.02
1181,2017-10-17 TO 2018-01-26,801.5799999999998
1182,2017-10-18 TO 2018-01-26,789.6500000000002
1183,2017-10-19 TO 2018-01-29,779.73
1184,2017-10-20 TO 2018-01-29,763.99
1185,2017-10-23 TO 2018-01-29,739.23
1186,2017-10-24 TO 2018-01-29,718.1699999999997
1187,2017-10-25 TO 2018-01-29,737.9749999999998
1188,2017-10-26 TO 2018-01-29,721.5199999999999
1189,2017-10-27 TO 2018-01-29,761.3
1190,2017-10-30 TO 2018-01-26,782.9999999999999
1191,2017-10-31 TO 2018-01-29,772.7399999999999
1192,2017-11-01 TO 2018-01-26,770.4799999999998
1193,2017-11-02 TO 2018-01-26,785.34
1194,2017-11-03 TO 2018-01-26,818.0400000000002
1195,2017-11-06 TO 2018-01-26,766.8
1196,2017-11-07 TO 2018-01-29,799.2900000000003
1197,2017-11-08 TO 2018-01-26,799.1099999999999
1198,2017-11-09 TO 2018-01-29,793.4599999999998
1199,2017-11-10 TO 2018-01-29,771.9799999999997
1200,2017-11-13 TO 2018-01-26,796.96
1201,2017-11-14 TO 2018-01-26,803.8399999999998
1202,2017-11-15 TO 2018-01-29,796.18
1203,2017-11-16 TO 2018-01-29,777.0699999999998
1204,2017-11-17 TO 2018-01-29,747.8799999999999
1205,2017-11-20 TO 2018-01-29,737.49
1206,2017-11-21 TO 2018-01-29,730.38
1207,2017-11-22 TO 2018-01-29,709.4799999999998
1208,2017-11-24 TO 2018-01-29,712.5999999999998
1209,2017-11-27 TO 2018-01-29,716.6599999999999
1210,2017-11-28 TO 2018-01-29,669.1299999999999
1211,2017-11-29 TO 2018-01-29,750.2199999999997
1212,2017-11-30 TO 2018-01-29,756.1699999999997
1213,2017-12-01 TO 2018-01-29,760.4799999999998
1214,2017-12-04 TO 2018-01-29,785.1599999999999
1215,2017-12-05 TO 2018-01-29,786.6399999999996
1216,2017-12-06 TO 2018-01-29,776.2699999999996
1217,2017-12-07 TO 2018-01-29,772.9999999999999
1218,2017-12-08 TO 2018-01-29,736.3699999999999
1219,2017-12-11 TO 2018-01-29,756.6199999999997
1220,2017-12-12 TO 2018-01-29,761.0599999999997
1221,2017-12-13 TO 2018-01-29,738.3699999999997
1222,2017-12-14 TO 2018-01-29,723.9599999999997
1223,2017-12-15 TO 2018-01-29,714.0099999999996
1224,2017-12-18 TO 2018-01-29,703.6299999999999
1225,2017-12-19 TO 2018-01-29,735.9899999999997
1226,2017-12-20 TO 2018-01-29,720.6199999999999
1227,2017-12-21 TO 2018-01-29,720.1399999999996
1228,2017-12-22 TO 2018-01-29,709.3799999999999
1229,2017-12-26 TO 2018-01-29,729.2099999999998
1230,2017-12-27 TO 2018-01-29,744.3799999999997
1231,2017-12-28 TO 2018-01-29,682.1399999999998
1232,2017-12-29 TO 2018-01-29,692.8499999999997
1233,2018-01-02 TO 2018-01-29,604.5499999999997
1234,2018-01-03 TO 2018-01-29,564.9299999999997
1235,2018-01-04 TO 2018-01-29,561.3399999999998
1236,2018-01-05 TO 2018-01-29,507.89999999999986
1237,2018-01-08 TO 2018-01-29,483.95999999999975
1238,2018-01-09 TO 2018-01-29,504.2899999999999
1239,2018-01-10 TO 2018-01-29,479.39999999999986
1240,2018-01-11 TO 2018-01-29,439.50499999999977
1241,2018-01-12 TO 2018-01-29,411.57
1242,2018-01-16 TO 2018-01-29,410.1899999999998
1243,2018-01-17 TO 2018-01-29,434.24999999999983
1244,2018-01-18 TO 2018-01-29,415.30999999999983
1245,2018-01-19 TO 2018-01-29,413.35999999999984
1246,2018-01-22 TO 2018-01-29,363.37999999999977
1247,2018-01-23 TO 2018-01-25,347.4000000000001
1248,2018-01-24 TO 2018-02-01,320.28
1249,2018-01-25 TO 2018-02-01,320.33999999999986
1250,2018-01-26 TO 2018-02-01,310.2399999999999
1251,2018-01-29 TO 2018-02-01,148.06
1252,2018-01-30 TO 2018-02-07,152.76999999999995
1253,2018-01-31 TO 2018-02-07,153.73999999999995
1254,2018-02-01 TO 2018-02-07,147.67000000000004
1255,2018-02-02 TO 2018-02-07,166.53999999999994
1256,2018-02-05 TO 2018-02-07,186.88
1257,2018-02-06 TO 2018-02-07,128.13999999999993
1258,2018-02-07 TO ,0.0
